movie_poster,movie_title,movie_date,movie_audience,movie_story,movie_review,movie_actor,movie_cine,movie_netizens
"http://image.cine21.com/resize/cine21/poster/2016/0519/15_43_39__573d609b10344[X230,330].jpg",더 문 앤 더 선,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2013/0605/39170_51ae8c0d3a1b0_poster[X230,330].jpg",팬텀 : 라스트 커맨더,개봉일 : 2013-07-04,"누적관객 : 2,684명","
					
									,
									절대 돌이킬 수 없다!,
인류의 운명을 건 마지막 항해!,
,
동서의 대립이 극한으로 치닫던 냉전 시대, 퇴역을 앞둔 소련 최고의 함장 ‘드미트리’는 구형 핵 잠수함 ‘B67’을 이끌고 바다 곳곳에 주둔한 미국 잠수함의 눈을 피해 작전을 완수 해야 하는 마지막 임무를 하사 받는다. 노련한 해군장교 ‘드미트리’는 마침내 바다로 출항하지만 곧 새롭게 합류한 KGB소속 ‘브루니’ 일행의 미군을 도발하는 위험한 요구가 계속되면서 난항을 겪기 시작한다. ,
,
KGB와 함장간의 계속되는 갈등 속에 3차대전이 벌어질지도 모르는 일촉즉발의 상황, 여기에 과거 부하들을 죽음으로 내몰았던 ‘드미트리’ 함장의 과거까지 밝혀지면서 잠수함 내부는 극도의 긴장 상태에 빠지게 되고, 그때 서서히 모습을 드러내는 프로젝트의 기밀장치 ‘팬텀’. ,
,
‘팬텀’ 과연 그 정체는 무엇일까? 				","
							두달 반 만에 바다에서 돌아온 소련 최고의 함장 드미트리(에드 해리스)는 이제 퇴직을 앞두고 있다. 그에게 상관은 미국이 태평양에 해군을 집중시키고 있는 상황이라며 마지막 출항을 명한다. 그가 탈 잠수함은 자신의 배가 아닌 자신의 첫 항해선이었던 낡을 대로 낡은 B67, 그리고 그에게 떨어진 마지막 명령은 팬텀이라는 기밀병기를 시험하는 것이다. 이 특별 프로젝트를 위해...							","감독 : 
													,
											

						","출연 : 
													,(드미트리)													,(브루니)													,
						",5.50,6.25
"http://image.cine21.com/resize/cine21/poster/2019/0522/17_36_42__5ce50a1a2cbc9[X230,330].jpg",고질라: 킹 오브 몬스터,개봉일 : 2019-05-29,,"
					
									,
									고질라의 샌프란시스코 공격으로 인해 아들을 잃은 상처로 엠마와 마크, 딸 매디슨 가족은 슬픔 속에 살고 있다. 미지의 생물을 연구하는 모나크 소속 과학자인 엠마는 또 다른 공격에 대비해 거대 괴수와 소통하는 주파수를 발견한다. 그러나 괴수들을 조종해 지구를 초토화 시키려는 테러 세력에게 딸 매디슨과 납치되고, 주파수로 모스라, 로단, 기도라 등 고대 괴수들이 하나 둘 깨어난다. 역대급 재난 상황에서 인류의 생존 자체조차 불투명해지고, 여기에 강력한 고질라의 등장으로 괴수들의 대결은 새로운 국면을 맞이한다. ,
또 다시 최악의 위기를 맞은 가족들은 어떻게든 함께 위험을 헤쳐나가야만 하는데...				","
							괴수전담기관 모나크의 과학자 엠마(베라 파미가)는 2014년 고질라로 인해 초토화된 샌프란시스코에서 아들을 잃는다. 이후 남편 마크(카일 챈들러)는 은둔에 들어갔지만 엠마는 연구를 지속한 끝에 거대 괴수와 소통할 수 있는 장치, 오르카를 개발한다. 하지만 오르카를 노린 테러집단에 딸 매디슨(밀리 바비 브라운)과 함께 납치되고, 테러집단은 오르카를 이용해 타이탄이라 불...							","감독 : 
													,
											

						","출연 : 
													,(매디슨 러셀)													,(엠마 러셀)													,
						",5.25,4.40
"http://image.cine21.com/resize/cine21/poster/2019/0417/11_38_55__5cb691bfbbfd0[X230,330].jpg",어벤져스: 엔드게임,개봉일 : 2019-04-24,,"
					
									인피니티 워 이후 절반만 살아남은 지구,
마지막 희망이 된 어벤져스 ,
먼저 떠난 그들을 위해 모든 것을 걸었다! ,
,
위대한 어벤져스,
운명을 바꿀 최후의 전쟁이 펼쳐진다!				","
							인피니티 스톤 6개를 모은 타노스는 우주 최강자가 되었고, 우주 생명체의 절반을 사라지게 만들었다. <어벤져스: 인피니티 워>(2018)의 패배 이후 지구는 초토화됐고 남은 절반의 사람들은 정신적 고통을 호소하며 하루하루를 근근이 버텨나간다. 그날, 지구 와칸다에서 싸우다 생존한 히어로들과 우주의 타이탄 행성에서 싸우다 생존한 히어로들이 뿔뿔이 흩어졌는데,...							","감독 : 
													,
													,
											

						","출연 : 
													,(토니 스타크/아이언맨)													,(스티브 로저스/캡틴 아메리카)													,
						",7.17,8.50
"http://image.cine21.com/resize//noimg[X230,330].jpg",365 디앤아이,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,(112532)													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2016/0831/14_52_58__57c670ba7f79b[X230,330].jpg",마이 베이커리 인 뉴욕,개봉일 : 2016-09-08,,"
					
									,
									뉴욕, 브루클린에서 가장 달콤한 곳 ‘이자벨 베이커리’ ,
100년 동안 골목골목을 빵 냄새로 물들였던 이모 이자벨의 베이커리를 물려받게 된 ,
정반대 성격의 사촌 쥬얼리 디자이너 비비안과 스타 셰프의 보조 셰프 클로이. ,
베이커리의 전통을 지키려는 비비안과 현대적인 변화를 꿈꾸는 클로이는 사사건건 부딪히고 ,
한 지붕 아래 두 가게의 빵집이 손님을 두고 경쟁하는 초유의 사태가 벌어진다. ,
설상가상으로 베이커리가 문을 닫을 위기에 놓이게 되는데… ,
  ,
""서두를 필요 없어. 인내가 길수록 빵은 더 맛있어 지거든”				",,"감독 : 
													,
											

						","출연 : 
													,(비비안)													,(폴)													,
						",,
"http://image.cine21.com/resize/cine21/poster/2019/0805/11_13_36__5d4790d0757c6[X230,330].jpg",마이펫의 이중생활2,개봉일 : 2019-07-31,,"
					
									,
									집을 비우면 다시 시작되는 펫들의 시크릿 라이프!,
집구석 걱정에 하루도 편할 날이 없는 ‘맥스’ ,
캣닢을 사랑하는 자유로운 영혼 ‘클로이’,
슈퍼히어로를 따라 하는 토끼 ‘스노우볼’,
완벽하게 고양이가 되고픈 강아지 ‘기젯’까지,
아직도 나만 몰랐던 마이펫들의 속마음이 공개된다!,
,
,				","
							‘내가 없을 때 반려동물들은 어떻게 지내고 있을까?’라는 상상을 기발하게 풀어낸 <마이펫의 이중생활>이 속편으로 돌아왔다. 평화로운 나날을 보내고 있던 반려견 맥스(패튼 오즈월트)에게 변화가 찾아온다. 주인 케이티에게 아기가 생겨 본격적으로 아기 돌보기에 돌입한 것이다. 한편 슈퍼히어로에 매료된 토끼 스노우볼(케빈 하트)은 마을을 지켜야 한다는 사명감에 불...							","감독 : 
													,
											

						","출연 : 
													,(맥스 목소리)													,(스노우볼 목소리)													,
						",5.00,6.00
"http://image.cine21.com/resize/cine21/poster/2019/0108/15_13_40__5c343f944854f[X230,330].jpg",홈즈 앤 왓슨,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2020/0514/15_40_47__5ebce7ef6c098[X230,330].jpg",미스비헤이비어,개봉일 : 2020-05-27,누적관객 : 775명,"
					
									,
									여자라는 이유만으로 학계에서 무시당하지만,
실력으로 이기겠다는 여성 운동가이자 역사가 ‘샐리’(키이라 나이틀리),
​,
성적 대상화의 주범 미스월드에,
한 방 먹일 작전을 짠 페미니스트 예술가 ‘조’(제시 버클리),
​,
역사상 최초의 미스 그레나다로서,
흑인 아이들에게 희망을 전하고 싶은 ‘제니퍼’(구구 바샤-로),
​,
1970년, 달 착륙과 월드컵 결승보다 더 많은 1억 명이 지켜본 ‘미스월드’,
​,
성적 대상화를 국민 스포츠로 만든 미스월드에 맞서,
자신의 스타일대로 진정한 자유를 외친 여성들의 유쾌한 반란이 시작된다!				",,"감독 : 
													,
											

						","출연 : 
													,(샐리)													,(조)													,
						",,
"http://image.cine21.com/resize/cine21/poster/2018/0117/09_57_33__5a5e9f7d01ed0[X230,330].jpg",마셜,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2020/0120/11_06_23__5e250b1fd7777[X230,330].jpg",스파이 지니어스,개봉일 : 2020-01-22,,"
					
									,
									전 세계를 위협하는 불법 무기 거래 첩보를 입수한 스파이 에이전트는,
천상천하 유아독존 슈퍼 스파이 ‘랜스’(윌 스미스)를 파견한다.,
하지만, 최첨단 장비로 무장한 정체불명의 빌런 ‘킬리언’(벤 맨델슨)은,
‘랜스’로 위장해 무기를 훔치고 그를 함정에 빠트린다.,
,
무기를 훔쳤다는 누명을 쓰고 스파이 에이전트에게까지 쫓기게 된 ‘랜스’는,
‘킬리언’에 맞서기 위해 MIT 출신의 엉뚱한 지니어스 ‘월터’(톰 홀랜드)를 찾아간다.,
그러나, ‘월터’가 실험 중인 의문의 액체를 마시고 한순간에 세상 흔한 오조오억 비둘기로 변해버리고 만다.,
,
혼자서는 세상을 구할 수 없는 ‘새’가 된 스파이 ‘랜스’는,
힘을 합치면 세상을 구할 수 있다고 믿는 ‘새’가슴 지니어스 ‘월터’와,
어쩔 수 없이 한 팀이 되어 특급 미션을 시작해야 하는데…,
,
,				","
							절대 팀을 짜지 않는 특급 스파이 랜스 스털링(윌 스미스)은 불법 무기거래를 막기 위해 출동한다. 무사히 임무를 완수한 줄 알았지만 과거의 원한에 사로잡힌 악당 킬리언(벤 멘델슨)의 함정에 빠져 누명을 쓰고 본부로부터 쫓기는 신세가 된다. 한편 엉뚱한 천재 과학자 월터(톰 홀랜드)는 스털링을 돕고자 하는데 실험 중인 액체 때문에 스털링이 비둘기로 변하고 만다. 스털링...							","감독 : 
													,
													,
											

						","출연 : 
													,(랜스 목소리)													,(월터 목소리)													,
						",6.00,8.25
"http://image.cine21.com/resize/cine21/poster/2013/0516/14_19_41__51946c6decff4[X230,330].jpg",크루즈 패밀리,개봉일 : 2013-05-16,"누적관객 : 941,615명","
					
									,
									이런 날벼락이 있나!,
우리 집이 무너졌어요?!,
 ,
태어나서 지금까지 동굴 주변을 떠난 적 없는 크루즈 패밀리. 동굴 밖에 온갖 위험이 도사리고 있다고 믿고 있는 아빠 ‘그루그(니콜라스 케이지)’는 해가 지면 어느 누구도 밖으로 나갈 수 없게 한다. 하지만 어느 날 동굴이 무너지는 초유의 사태가 발생하고, 크루즈 패밀리는 새로운 보금자리를 찾아 난생처음 세상에 발을 디디게 된다. 여기에 호기심 충만한 ‘가이(라이언 레이놀즈)’까지 합세하게 되면서 이들의 본격적인 모험이 시작되는데....,
 ,
평생 마을 밖을 떠난 적 없는 겁쟁이 가족의 리얼 신세계 어드벤쳐!,
인류 최초의 모험이 시작된다! 				","
							크루즈 패밀리는 동굴인(Caveman)이다. 아빠 그루그(니콜라스 케이지)는 자연의 온갖 위협으로부터 가족을 보호하기 위해 동굴 주변을 벗어나지 못하도록 항상 두려워하라고 가르치고 호기심 많은 큰딸 이프(에마 스톤)는 그런 아빠가 마음에 들지 않는다. 어느 날 동굴 근처에서 불을 다루는 신석기 원시인 가이(라이언 레이놀즈)를 만나 새로운 세상이 있음을 알게 된 이프. ...							","감독 : 
													,
													,
											

						","출연 : 
													,(그루그 (목소리))													,(가이 (목소리))													,
						",7.33,7.92
"http://image.cine21.com/resize/cine21/poster/2017/0809/10_33_16__598a665c4a9b6[X230,330].jpg",플랫라이너,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2018/1114/15_57_20__5bebc7500cab3[X230,330].jpg",더 파티,개봉일 : 2018-12-20,,"
					
									보건복지부 장관 임명을 자축하기 위해 친구들을 초대한 ‘자넷’. ,
 무슨 이유에서인지 무기력해 보이는 그녀의 남편 ‘빌’. ,
 냉소주의자 ‘에이프릴’과 결별 직전의 남자친구 ‘고프리드’. ,
 페미니스트 ‘마사’와 연인 ‘지니’. ,
 잘 나가는 은행가 ‘톰’까지. ,
  ,
 7명의 게스트, 71분간의 폭로전이 시작된다! ,
 예측불허 디너 파티의 결말은?				","
							<더 파티>는 흑백의 화면, 한정된 공간에서 어느 날의 저녁 식사가 불러온 잔인한 희비의 교차를 그린다. 1시간이 조금 넘는 러닝타임 동안 파티는 계속해서 병적으로 비틀어질 뿐이다. 보건부 장관에 임명된 자넷(크리스틴 스콧 토머스)은 축하파티 겸 6명의 친구들을 초대한다. 냉소적인 에이프릴(퍼트리샤 클라크슨)과 고트프리드(브루노 간츠), 임신부인 지니(에밀...							","감독 : 
													,
											

						","출연 : 
													,													,													,
						",6.67,8.00
"http://image.cine21.com/resize/cine21/poster/2020/0204/10_33_56__5e38ca04aa93f[X230,330].jpg",더 리듬 섹션,,,"
					
									비행기 추락사고로 가족의 사망을 겪은 여자가 비행기 충돌 사고 뒤에 숨겨진 엄청난 진실을 알게 되면서 벌어지는 일을 그린 여성 스파이 스릴러 액션물				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",5.00,
"http://image.cine21.com/resize/cine21/poster/2018/1207/18_06_29__5c0a3815a0855[X230,330].jpg",스파이더맨: 뉴 유니버스,개봉일 : 2018-12-12,,"
					
									,
									평범한 10대 ‘마일스 모랄레스’는 우연히 방사능 거미에 물려 스파이더맨 능력을 가지게 된다.,
혼란스러워하던 ‘마일스’는 악당과 싸우고 있는 ‘피터 파커’를 마주치게 되고 ‘피터 파커’는 ‘마일스’가 자신과 같은 능력을 가지고 있음을 직감한다. ,
여러 개의 평행세계가 존재한다는 것을 알게 된 ‘마일스’와 ‘피터 파커’는 이후 스파이더우먼 ‘스파이더 그웬’, ‘스파이더맨 누아르’, ‘스파이더햄’ 등 평행세계 속 공존하는 모든 스파이더맨들을 만나게 되는데… ,
하나의 유니버스에서 만나 팀을 결성한 스파이더맨들은 과연 세계를 구할 수 있을까?				","
							슈퍼히어로들을 현대 독자들의 눈높이에 맞춰 재정비한 마블의 ‘얼티밋 코믹스’를 원작으로 하는 애니메이션. 원작의 주인공인 마일스 모랄레스는 버락 오바마 전 미국 대통령으로부터 영감을 받아 탄생한 흑인 스파이더맨으로, ‘얼티밋 코믹스’가 창조한 가장 매력적인 캐릭터 중 하나로 평가받는 인물이다. 영화는 평범한 고등학생인 마일스가 우연히 거미에 물려 초능력을 가지게 된 ...							","감독 : 
													,
													,
													,
											

						","출연 : 
													,(마일스 모랄레스/스파이더맨)													,(스파이더 그웬)													,
						",7.80,8.40
"http://image.cine21.com/resize/cine21/poster/2017/1016/10_15_14__59e40822bf030[X230,330].jpg",신의 나라,,,"
					
									한적한 요크셔 시골에서 부모님의 농장 일을 돕는 조니는 지루하기만 한 자기 인생에 염증을 느낀다. 어느 날, 농장 일을 돕기 위해 고용된 루마니아 출신 노동자를 만나면서 그의 인생도 바뀌기 시작한다. 올해 LGBT 영화 중 가장 훌륭한 작품으로 평가 받는 수작. ,
  ,
 [제22회 부산국제영화제]				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2019/1004/10_28_57__5d96a05944cb0[X230,330].jpg",말레피센트 2,개봉일 : 2019-10-17,,"
					
									강력한 어둠의 요정이자 무어스 숲의 수호자 ‘말레피센트’가 ,
딸처럼 돌봐온 ‘오로라’와 필립 왕자의 결혼 약속으로 ,
인간 왕국의 ‘잉그리스 왕비’와 대립하게 되고 ,
이에 요정과 인간의 연합이 깨지면서 벌어지는 거대한 전쟁을 그린 판타지 블록버스터				","
							무어스 숲의 수호신이자 어둠의 지배자인 말레피센트(안젤리나 졸리)는 딸처럼 키운 오로라 공주(엘르 패닝)와 필립 왕자(해리스 디킨슨)의 결혼약속을 탐탁지 않게 여긴다. 배신당한 과거 때문에 인간을 믿지 못하는 말레피센트는 혼담을 위한 오찬 자리에서 필립 왕자의 어머니인 잉그리스 왕비(미셸 파이퍼)와 팽팽한 언쟁을 나누며 신경전을 벌인다. 그 과정에서 누명을 뒤집어쓴 ...							","감독 : 
													,
											

						","출연 : 
													,(말레피센트)													,(오로라)													,
						",5.50,7.80
"http://image.cine21.com/resize/cine21/poster/2019/0711/12_11_42__5d26a8ee6e31f[X230,330].jpg",데드 돈 다이,개봉일 : 2019-07-31,,"
					
									,
									커다란 달이 유난히 낮게 뜬 어느 날, ,
죽은 자들이 깨어난다.,
커피, 와인, 와이파이를 찾아 동네를 누비며 ,
사람들을 공격하기 시작하는 좀비들.,
,
이제 마을의 평화는 경찰 클리프(빌 머레이)와 로니(아담 드라이버), 민디(클로에 세비니) ,
그리고 장의사 젤다(틸다 스윈튼)에게 달려있다.				","
							모든 것은 기후변화로부터 시작된다. <데드 돈 다이>는 이상기후로 북극에 균열이 생기고 지구의 궤도가 바뀌며 죽은 자들이 살아나는 세기말 풍경을 조명한 영화다. 미국 근교의 외딴 마을 센터빌이 배경으로, 경찰 콤비 클리프(빌 머레이)와 로니(애덤 드라이버), 동료 경찰 민디(클로에 셰비니), 마을에 새로 온 장의사 젤다(틸다 스윈턴), 좀비영화를 너무 많이...							","감독 : 
													,
											

						","출연 : 
													,(로니 피터슨)													,(민디 모리슨)													,
						",7.33,7.00
"http://image.cine21.com/resize/cine21/poster/2020/0117/15_20_08__5e2152183e9f2[X230,330].jpg",작은 아씨들,개봉일 : 2020-02-12,,"
					
									,
									배우가 되고 싶은 첫째 메그(엠마 왓슨),
작가가 되고 싶은 둘째 조(시얼샤 로넌),
음악가가 되고 싶은 셋째 베스(엘리자 스캔런),
화가가 되고 싶은 막내 에이미(플로렌스 퓨),
이웃집 소년 로리(티모시 샬라메)는 네 자매를 우연히 알게되고,
각기 다른 개성의 네 자매들과 인연을 쌓아간다.,
,
7년 후, 어른이 된 그들에겐,
각기 다른 숙제가 놓이게 되는데…				","
							루이자 메이 올컷이 쓴 동명 소설 <작은 아씨들>에 그레타 거윅의 색채와 문법이 더해졌다. 영화는 성인이 된 네 자매의 인생을 조명함과 동시에 플래시백 구조를 취하며 이들의 유년 시절을 되새긴다. 작가라는 꿈을 위해 끊임없이 펜을 드는 둘째이자 극의 중심 화자 조(시얼샤 로넌), 배우가 되는 것 대신 사랑하는 이와의 가정을 택한 첫째 메그(에마 왓슨), 음...							","감독 : 
													,
											

						","출연 : 
													,(메그)													,(조)													,
						",8.00,8.75
"http://image.cine21.com/resize/cine21/poster/2019/1105/14_59_08__5dc10fac10505[X230,330].jpg",아틱 도그,,,줄거리가 없습니다.,,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2019/1212/11_01_42__5df19f869bfb9[X230,330].jpg",고스트버스터즈 라이즈,개봉일 : 2020-07,,"
					
									유산으로 받은 시골농장으로 이사를 가게 된 남매가,
우연히 발견한 유품으로 할아버지가 전설의 고스트버스터즈였다는 걸 알게 되면서 시작되는 새로운 이야기				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2020/0313/11_27_33__5e6aef95d4be8[X230,330].jpg",블랙 위도우,,,"
					
									‘어벤져스’ 군단에서 강력한 전투 능력과 명민한 전략을 함께 겸비한 히어로 ‘블랙 위도우’ 의 이야기를 담은 작품				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2020/0219/11_23_43__5e4c9c2f0ea87[X230,330].jpg",다크 워터스,개봉일 : 2020-03-11,"누적관객 : 127,901명","
					
									,
									젖소 190마리의 떼죽음,
메스꺼움과 고열에 시달리는 사람들,
기형아들의 출생,
그리고, 한 마을에 퍼지기 시작한 중증 질병들...,
,
대기업의 변호를 담당하는 대형 로펌의 변호사 ‘롭 빌럿’(마크 러팔로)은,
세계 최대의 화학기업 듀폰의 독성 폐기물질(PFOA) 유출 사실을 폭로한다.,
그는 사건을 파헤칠수록 독성 물질이 프라이팬부터 콘택트렌즈, 아기 매트까지,
우리 일상 속에 침투해 있다는 끔찍한 사실을 알게 되고,
자신의 커리어는 물론 아내 ‘사라’(앤 해서웨이)와 가족들,,
모든 것을 건 용기 있는 싸움을 시작한다.,
,
,				","
							태프트 로펌에서 기업 법무 변호사로 일하는 롭 빌럿(마크 버팔로)은, 어느 날 갑자기 회사로 찾아온 농부에게서 듀폰사가 그의 마을에 대량의 화학물질을 살포한다는 사실을 전해 듣는다. 롭은 처음엔 그의 말을 귀담아듣지 않았으나 소 190마리의 죽음, 비정상적으로 망가진 그 사체들을 목도한 후 사태의 심각성을 깨닫는다. 조사를 거듭하면서 롭은 그동안 듀폰사가 살포해온 화...							","감독 : 
													,
											

						","출연 : 
													,(롭 빌럿)													,(사라 빌럿)													,
						",6.33,7.50
"http://image.cine21.com/resize/cine21/poster/2019/0225/14_10_18__5c7378ba87fb6[X230,330].jpg",캡틴 마블,개봉일 : 2019-03-06,,"
					
									,
									1995년, 공군 파일럿 시절의 기억을 잃고,
크리족 전사로 살아가던 캐럴 댄버스(브리 라슨)가 지구에 불시착한다.,
쉴드 요원 닉 퓨리(사무엘 L. 잭슨)에게 발견되어 팀을 이룬 그들은,
지구로 향하는 더 큰 위협을 감지하고,
힘을 합쳐 전쟁을 끝내야 하는데…				","
							외계 크리 문명의 수도 할리, 캐롤 댄버스/캡틴 마블(브리 라슨)은 압도적인 능력을 가진 전사다. 그는 멘토 욘 로그(주드 로)로부터 힘을 통제하고 과거의 기억은 묻어야 한다는 가르침을 받고 있다. 그러던 어느 날, 변방 행성 토르파에서 스크럴 종족에게 붙잡혀 뇌를 스캔당한 캐롤은 과거 자신이 낯선 행성의 파일럿이었음을 알게 된다. 스크럴을 따돌리고 탈출하는 과정에서...							","감독 : 
													,
													,
											

						","출연 : 
													,(캐럴 댄버스 / 캡틴 마블)													,(닉 퓨리)													,
						",7.00,7.44
"http://image.cine21.com/resize/cine21/poster/2019/1226/12_19_48__5e0426d41adec[X230,330].jpg",닥터 두리틀,개봉일 : 2020-01-08,,"
					
									,
									동물들과 소통하는 특별한 능력을 지닌 닥터 두리틀(로버트 다우니 주니어)은,
사랑하는 사람을 잃고 세상과 단절한 채 동물들과 친구가 되어 살아간다.,
어느 날, 여왕에게 알 수 없는 불치병이 생기고 왕국마저 위험에 빠지게 되자, 그의 놀라운 능력만이,
모든 것을 해결할 수 있음을 알게 된다.,
세상을 구하기 위해서는 반드시 주어진 시간 안에 누구도 가보지 못했던 신비의 섬을 찾아내야만 하고,,
두리틀은 친구들과 함께 위험천만한 모험을 떠나게 되는데…				","
							동물과 대화할 수 있는 수의사 존 두리틀(로버트 다우니 주니어)은 불의의 사고로 사랑하는 아내를 잃는다. 이후 세상과 단절한 채 오직 동물들에게만 곁을 내어주며 하루하루를 살아간다. 그러던 어느 날, 두리틀은 원인 모를 병을 앓고 있는 빅토리아 여왕(제시 버클리)의 상태가 호전될 기미를 보이지 않고, 동물 왕국마저 존폐의 갈림길에 서 있다는 소식을 듣게된다. 이를 해...							","감독 : 
													,
											

						","출연 : 
													,(닥터 두리틀)													,(라술리)													,
						",6.00,7.20
"http://image.cine21.com/resize/cine21/poster/2019/0607/10_10_29__5cf9b98560a28[X230,330].jpg",맨 인 블랙: 인터내셔널,개봉일 : 2019-06-12,,"
					
									,
									자신의 모습을 감추고 오랜 시간 지구를 위협해 온 외계인을 감시하는 MIB 본부.,
MIB 본부에도 변화가 요구되면서 신입요원 에이전트 M(테사 톰슨)이 영입되고,
MIB 에이스 요원 에이전트 H(크리스 헴스워스)가 듀오로 결성 된다!,
그들에겐 MIB 내부의 스파이를 찾아야 하는 전대미문의 미션이 주어지는데…				","
							<맨 인 블랙> 시리즈의 스핀오프작. 윌 스미스와 토미 리 존스가 출연하지 않는 첫 <맨 인 블랙> 영화인 이 작품은 <토르> <어벤져스> 시리즈의 콤비 크리스 헴스워스, 테사 톰슨을 앞세워 영화의 무대를 전 지구적으로 확장한 모험을 선보인다. 뉴욕에서 런던 지부로 파견된 수습 MIB 요원 M(테사 톰슨)은 최정예 요원 H(...							","감독 : 
													,
											

						","출연 : 
													,(에이전트 H)													,(에이전트 M)													,
						",4.33,5.25
"http://image.cine21.com/resize/cine21/still/2018/0322/14_02_00__5ab338c8abcd3[X230,330].jpg",어벤져스: 인피니티 워,개봉일 : 2018-04-25,,"
					
									새로운 조합을 이룬 어벤져스,,
역대 최강 빌런 타노스에 맞서,
세계의 운명이 걸린 인피니티 스톤을 향한,
무한 대결이 펼쳐진다!				","
							<가디언즈 오브 갤럭시>(2014), <어벤져스: 에이지 오브 울트론>(2015)은 최강 빌런 타노스가 언젠가 어벤져스와 가디언즈 오브 갤럭시의 히어로들과 제대로 맞붙는다는 것을 알려준 예고편이었다. <어벤져스: 인피니티 워>에 이르면, ‘최강 빌런’이라는 수식어의 참뜻을 알려주는 타노스의 진면목을 확인하게 된다. 타노스(조시 브롤린)...							","감독 : 
													,
													,
											

						","출연 : 
													,(아이언맨/토니 스타크)													,(캡틴 아메리카/스티브 로저스)													,
						",7.00,7.24
"http://image.cine21.com/resize/cine21/poster/2015/0227/16_28_46__54f01cae233f6[X230,330].jpg",핫 터브 타임 머신 2,,,"
					
									 				",,"감독 : 
													,
											

						","출연 : 
													,													,													,
						",,
"http://image.cine21.com/resize/cine21/poster/2020/0512/15_29_43__5eba4257a18ce[X230,330].jpg",아이 캔 온리 이매진,개봉일 : 2020-06-18,"누적관객 : 22,642명","
					
									음악과 잡동사니를 좋아하는 소년 ‘바트’.,
그는 언제나 희망찬 미래를 꿈꾼다.,
  ,
,
하지만, 아버지의 폭력과 불행을 참지 못해 떠난 엄마.,
지옥 같았던 유년 시절을 벗어나,
밴드 머시미(Mercy Me)로 홀로 서보지만,
어린 시절의 트라우마는 계속해서 그를 괴롭히는데…,
,
,
더 이상 도망치지 않기 위해 용기 내 아버지를 마주하는 ‘바트’. ,
과연, 상처 받은 아이의 음악은 어떻게 세상을 울릴 수 있을까?				","
							CCM 밴드 머시미의 보컬 바트 밀라드의 실화를 바탕으로, 밀리언셀러가 된 노래 ＜I Can Only Imagine＞의 탄생 배경을 이야기하는 영화다. 어린 바트가 교회 캠프를 간 사이 엄마는 아버지의 폭력과 학대를 견디지 못하고 집을 떠난다. 그 후 아버지의 폭력과 학대는 바트에게 집중되고, 바트는 풋볼 선수가 되려 하지만 그마저도 부상으로 할 수 없게 된다. 졸업...							","감독 : 
													,
													,
											

						","출연 : 
													,(바트)													,(아서)													,
						",4.00,6.00
