movie_poster,movie_title,movie_engtitle,movie_date,movie_audience,movie_genre,movie_story,movie_review,movie_director,movie_actor,movie_cine,movie_netizens
"http://image.cine21.com/resize/cine21/poster/2012/0314/13_33_43__4f601fa7867c7[X230,330].jpg",해로,"偕老,Hand in Hand",개봉일 : 2012-03-22,"누적관객 : 5,851명","멜로·로맨스, 드라마","
					
									,
									감사합니다. 평생을 함께 해줘서… ,
사랑합니다. 마지막 그 순간까지… ,
삶의 마지막 순간에 찾아온 기적 같은 사랑.,
,
40년을 넘게 함께 살아온 부부, 민호(주현)와 희정(예수정). 하루 하루를 습관처럼 무미건조한 일상을 보내던 어느 날, 남편 민호가 심장마비로 쓰러진다. 다행히 위기를 넘겼지만 언제 다시 위험해질 지 모르는 상태. 민호는 언젠가 자신이 먼저 떠나게 되면 혼자 남겨질 아내가 걱정이 되어 자신의 상태를 숨긴 채 그녀를 위해 작은 선물들을 하나 둘 준비하면서 오랜 세월, 잊고 지내왔던 사랑의 설렘을 느끼게 된다. 삶의 마지막 순간에 다시 찾아온 기적 같은 사랑, 하지만 막을 수 없는 이별의 순간은 하루 하루 다가오는데…   				","
							“삶이 즐겁다면 죽음도 그러해야 한다. 그것은 같은 주인의 손에서 나오기 때문이다.” <해로>는 미켈란젤로의 말을 인용하며 시작한다. 민호(주현)와 희정(예수정)은 40년 넘게 함께 살아온 부부다. 함께 살면 닮아간다는데 이 부부는 그렇지 않다. 꽃가게에 들른 민호는 만개한 꽃들을 보며 “시들면 쓰레기가 될 텐데 왜 꽃들을 사가는지 모르겠다”고 에둘러 아내...							",최종태,"주현,예수정",4.50,6.00
"http://image.cine21.com/resize/cine21/poster/2019/1211/15_55_30__5df092e22bede[X230,330].jpg",아내를 죽였다,Killed My Wife,개봉일 : 2019-12-11,,"액션, 스릴러","
					
									친구와 술을 마신 후 곯아떨어진 ‘정호’는 숙취로 눈을 뜬 다음 날 아침,,
별거 중이던 아내 ‘미영’이 살해당했다는 충격적인 소식을 듣게 된다.,
,
그 순간, 자신의 옷에 묻은 핏자국과 피 묻은 칼을 발견한 ‘정호’.,
가장 강력한 용의자로 지목된 그는 경찰의 눈을 피해 도망친다.,
,
알리바이를 입증하고 싶지만 간밤의 기억은 모두 사라진 상태.,
스스로를 믿을 수 없는 최악의 상황에서,
‘정호’는 어젯밤의 행적을 따라가기 시작하는데…,
,
,				",,김하라,"이시언,안내상,왕지혜,서지영,김기두,이성우,김홍표",9.50,
"http://image.cine21.com/resize/cine21/poster/2019/0822/16_24_41__5d5e4339ebd98[X230,330].jpg",타짜: 원 아이드 잭,Tazza: One Eyed Jack,개봉일 : 2019-09-11,,"범죄, 드라마","
					
									전설적인 타짜 ‘짝귀’의 아들이자 고시생인 ‘일출’(박정민)은 공부에는 흥미가 없지만 포커판에서는 날고 기는 실력자다. 포커판에서 우연히 알게 된 ‘마돈나’(최유화)의 묘한 매력에 빠져든 일출은 그녀의 곁을 지키는 ‘이상무’(윤제문)에게 속아 포커의 쓴맛을 제대로 배운다. 돈도 잃고 자존심까지 무너진 채 벼랑 끝에 몰린 도일출, 그의 앞에 정체불명의 타짜 ‘애꾸’(류승범)가 나타난다.,
,
거액이 걸린 거대한 판을 설계한 애꾸는 전국에서 타짜들을 불러모은다. 일출을 시작으로 셔플의 제왕 까치(이광수), 남다른 연기력의 영미(임지연), 숨은 고수 권원장(권해효)까지 무엇이든 될 수 있고, 누구든 이길 수 있는 ‘원 아이드 잭’ 팀으로 모인 이들, 인생을 바꿀 새로운 판에 뛰어드는데…,
,
,				","
							허영만 원작을 바탕으로 한 <타짜: 원 아이드 잭>은 ‘화투판’이 아닌 ‘포커판’이 주무대이자 포커를 전문으로 하는 도박꾼들의 이야기다. 화려함 뒤에 비정함이 공존하는 '타짜'들의 세계를 엿보는 인물은 고시생 도일출(박정민)이다. 아르바이트를 하던 포커판에서 우연히 만난 마돈나(최유화)에게 빠져, 이상무(윤제문)와 포커 맞짱을 뜨고 실패하기까지. 포커판 입...							",권오광,"박정민,류승범,최유화,우현,윤제문,이광수,임지연,권해효,오동민",5.33,6.50
"http://image.cine21.com/resize/cine21/poster/2019/1113/11_16_57__5dcb67992189c[X230,330].jpg",블랙머니,BLACK MONEY,개봉일 : 2019-11-13,,"범죄, 드라마","
					
									,
									일명 서울지검 ‘막프로’! 검찰 내에서 거침없이 막 나가는 문제적 검사로 ,
이름을 날리는 ‘양민혁’은 자신이 조사를 담당한 피의자가 자살하는 사건으로 인해 ,
하루 아침에 벼랑 끝에 내몰린다. 억울한 누명을 벗기 위해 내막을 파헤치던 그는 ,
피의자가 대한은행 헐값 매각사건의 중요 증인이었음을 알게 된다. ,
,
근거는 의문의 팩스 5장! 자산가치 70조 은행이 1조 7천억원에 넘어간 ,
희대의 사건 앞에서 ‘양민혁’ 검사는 금융감독원, 대형 로펌, 해외펀드 회사가 뒤얽힌 ,
거대한 금융 비리의 실체와 마주하게 되는데… ,
,
,				","
							“검사가 내 편 네 편이 어딨어? 죄 있으면 잡아넣는 거지!” 서울지검에서 소문난, 옳다고 믿는 것을 향해서라면 불도저처럼 밀고 나가는 ‘막프로’ 양민혁(조진웅). 조사를 담당한 피의자가 자살하면서 성추행범으로 몰려 곤경에 처한다. 누명을 벗기 위해 고군분투하던 중에 그는 피의자가 단순 자살한 것이 아닌, 자산가치 70조원에 이르는 은행이 1조 7천억원에 넘어간 거대...							",정지영,"조진웅,이하늬,이경영,강신일,최덕문,조한철,허성태,윤병희,서현철,남명렬",6.00,7.17
"http://image.cine21.com/resize/cine21/poster/2020/0420/11_15_03__5e9d05a7c19e1[X230,330].jpg",사냥의 시간,Time to Hunt,,,스릴러,"
					
									,
									희망 없는 도시, 감옥에서 출소한 ‘준석’(이제훈)은 가족 같은 친구들 ‘장호’(안재홍)와 ‘기훈’(최우식),
그리고 ‘상수’(박정민)와 함께 새로운 인생을 위한 위험한 작전을 계획한다.,
하지만 미래를 향한 부푼 기대도 잠시, 정체불명의 추격자가 나타나 목숨을 노리며 이들을 뒤쫓기 시작한다.,
서로가 세상의 전부인 네 친구들은 놈의 사냥에서 벗어날 수 있을까?,
,
,				",,윤성현,"이제훈,안재홍,최우식,박정민,박해수,이항나,승의열",6.50,5.50
"http://image.cine21.com/resize/cine21/poster/2016/0823/11_16_12__57bbb1ece5587[X230,330].jpg",극장령,"劇場霊,Ghost Theater",개봉일 : 2016-09-01,,"미스터리, 공포","
					
									,
									배우로의 성공을 꿈꾸는 사라는 한 연극의 조연으로 발탁된다. 하지만 그녀의 재능을 시기하는 주연 배우와의 심한 불화를 겪게 되고, 기다렸다는 듯 불길한 사건들이 잇따라 발생한다. 그러던 와중 주연 배우가 사고로 연극에서 하차하고, 그 자리를 사라가 차지하게 된다. 이상한 낌새를 느낀 사라는 인형 담당 스태프인 이즈미와 함께 사건의 진상을 파헤치기 시작하고, 마침내 극장에 기묘한 존재가 있다는 것을 눈치채는데...				",,나카타 히데오,"시마자키 하루카,아다치 리카,타카다 리호,나카무라 이쿠지,코이치 만타로",,
"http://image.cine21.com/resize/cine21/poster/2019/1001/11_03_11__5d92b3dfa7fcd[X230,330].jpg",킹스맨: 퍼스트 에이전트,The King’s Man,개봉일 : 2020-09,,"어드벤처, 액션","
					
									역사상 최악의 폭군들과 범죄자들이 모여 수백만 명을 학살하기 위한 전쟁을 모의하는 급박한 상황 속, 그들을 막아야 하는 한 사람이 있다. ,
,
비밀에 쌓여 있던 독립 정보 기관 ‘킹스맨’의 탄생을 확인하라!				",,매튜 본,"랄프 파인즈,젬마 아터튼,리스 이판,매튜 구드,톰 홀랜더,해리스 디킨슨,다니엘 브륄,디몬 하운스,찰스 댄스",,
"http://image.cine21.com/resize/cine21/poster/2014/0408/14_33_11__53438a1765d3c[X230,330].jpg",비밀과 거짓말,"Secrets & Lies,Secrets & Lies",개봉일 : 2014-04-24,누적관객 : 311명,"코미디, 드라마","
					
									이젠 당신과 모든 걸 나누겠습니다,
런던에 사는 젊고 지적인 여성 호텐스는 양어머니의 장례식 이후, 자신의 생모를 찾고 싶어진다. 자신의 입양기록을 보게 된 호텐스는 자신의 친어머니가 흑인이 아닌 백인임을 알고 혼란스러움을 느끼지만 용기를 내어 전화를 건다. 한편, 공장노동자로 가슴 속에 한과 미련을 품고 살아가는 그녀의 생모 신시아는 딸 록산과도 사이가 좋지 않고 그녀의 삶엔 오로지 한숨뿐이다. 남자들은 모두 그녀를 떠나갔으며 자신을 희생하면서 어렵게 키운 남동생 모리스 마저도 연락을 자주 하지 않는다. 마침내 호텐스와 신시아 모녀의 만남도 이루어지고, 갑작스런 모리스의 제안으로 마련된 록산의 생일파티에서 가족 모두가 조우하게 되는데... 				",,마이크 리,"티모시 스폴,필리스 로건,브렌다 블리신,클레어 러쉬브룩,마리안 장 밥티스트,엘리자베스 베링턴,마이클 오스틴,리 로스,레슬리 맨빌,론 쿡",7.50,
"http://image.cine21.com/resize/cine21/poster/2019/1029/16_04_44__5db7e48cc9a69[X230,330].jpg",머더리스 브루클린,Motherless Brooklyn,,,"범죄, 드라마",줄거리가 없습니다.,,에드워드 노튼,"브루스 윌리스,구구 바샤-로,레슬리 만",,
"http://image.cine21.com/resize/cine21/poster/2020/0325/11_04_37__5e7abc35cabea[X230,330].jpg",나는 5년 전 죽은 남자의 아이를 임신했다,Strange But True,,,스릴러,"
					
									,
									‘로니’가 죽은 지 5년이 지난 어느 날,,
그의 여자친구 ‘멜리사’가 만삭의 모습으로 나타난다,,
5년 전 죽은 ‘로니’의 아이를 임신했다고 밝히는 ‘멜리사’!,
한순간에 과거의 아픔과 충격에 휩싸인 사람들은,
각자의 방식으로 미스터리한 사건의 진실을 파헤치기 시작하는데…,
 ,
이상하지만 진실된, 진실되지만 왜곡된,
충격적인 반전을 마주하라!				",,로완 아타일,"닉 로빈슨,마가렛 퀄리,메나 마수드,에이미 라이언,브라이언 콕스,그렉 키니어",,
"http://image.cine21.com/resize/cine21/poster/2016/0314/17_59_09__56e67d5d90a95[X230,330].jpg",하이-라이즈,High-Rise,개봉일 : 2016-03-30,"누적관객 : 24,600명","액션, 스릴러, 드라마, SF","
					
									,
 ,
세계적인 건축가 안토니 로열이 설계한 40F 타워 ‘하이라이즈’.,
고소득층 사람들만이 입주할 수 있는 이곳은,
모든 편의시설과 서비스가 마련되어 외부로 나갈 필요가 없다.,
얼마 지나지 않아 건물의 치명적 결함이 밝혀지고,
25층에 사는 Dr. 랭은 이웃들의 이상 징후를 발견한다.,
호화로운 파티가 열린 밤, 의문의 추락 사고 이후,
마침내 진짜 하이 라이프의 실체를 목격하게 되는데...,
 ,
,				","
							황폐한 도심에 세워진 초고층 아파트 건물, 하이라이즈. 슈퍼마켓부터 은행, 수영장, 초등학교까지, 웬만한 편의시설을 갖추고 있어 외출이 따로 필요 없는 이곳은 일종의 ‘작은 수직 도시’다. 40층으로 뻗어 있는 아파트에는 대개 부유한 전문직 종사자들이 살고 있다. 신설 의과대학 생리학과에 부교수로 부임한 랭 박사(톰 히들스턴)는 고요하고 단절된 생활을 꿈꾸며 하이라이...							,
							<하이-라이즈>가 개봉 4일 만인 지난 3월30일 관객 1만명을 돌파했다. 다양성영화로 분류된 <하이-라이즈>는 많은 상영관을 확보하지 못했다. 이런 점을 고려하면 관객수 1만명이라는 숫자는 의미가 있다. 게다가 <하이-라이즈>는 톰 히들스턴 주연작으로 눈길을 끄는 작품이만 사실 꽤 난해한 영화다. 매우 논쟁적인 작품인 <하이-라이...							",벤 휘틀리,"톰 히들스턴,제레미 아이언스,시에나 밀러,루크 에반스,엘리자베스 모스,제임스 퓨어포이,킬리 호위스,시에나 걸로리,엔조 실렌티,리스 시어스미스",6.60,
"http://image.cine21.com/resize/cine21/poster/2019/0424/16_19_27__5cc00dff65f9d[X230,330].jpg",명탐정 피카츄,Pokemon Detective Pikachu,개봉일 : 2019-05-09,,"액션, 블록버스터","
					
									,
									기억을 잃은 채 깨어난 피카츄, 난 누구? 여긴 어디? ,
유일한 단서는 탐정모자에 적힌 해리란 이름과 주소. ,
주소 속 아파트에서 자신의 말을 유일하게 알아 듣는, ,
실종된 해리의 아들 팀 굿맨을 만나게 된다. ,
명탐정의 촉으로 이건 그야말로 대.박.사.건! ,
사라진 아빠를 찾기 위해 피카츄와 떠나는 기상천외한 모험이 시작된다. ,
피카피카!				","
							‘포켓몬스터’는 1996년부터 비디오게임, 카드게임, 만화, 애니메이션 등으로 만들어진 다양하고 거대한 멀티미디어 프랜차이즈다. 그렇기 때문에 이 세계관이 보여주는 인간과 포켓몬의 공존 서사를 이해하지 못하면 대체 무슨 이야기인지 종잡을 수가 없을지도 모른다.포켓몬 트레이더의 꿈을 포기한 채 살아가던 팀(저스티스 스미스)은 어느 날 라임시티의 경찰서로부터 아버지...							",롭 레터맨,"라이언 레이놀즈,저스티스 스미스,캐서린 뉴튼,수키 워터하우스,빌 나이,와타나베 켄",5.50,6.50
"http://image.cine21.com/resize/cine21/poster/2019/1004/10_28_57__5d96a05944cb0[X230,330].jpg",말레피센트 2,Maleficent: Mistress of Evil,개봉일 : 2019-10-17,,"판타지, 가족","
					
									강력한 어둠의 요정이자 무어스 숲의 수호자 ‘말레피센트’가 ,
딸처럼 돌봐온 ‘오로라’와 필립 왕자의 결혼 약속으로 ,
인간 왕국의 ‘잉그리스 왕비’와 대립하게 되고 ,
이에 요정과 인간의 연합이 깨지면서 벌어지는 거대한 전쟁을 그린 판타지 블록버스터				","
							무어스 숲의 수호신이자 어둠의 지배자인 말레피센트(안젤리나 졸리)는 딸처럼 키운 오로라 공주(엘르 패닝)와 필립 왕자(해리스 디킨슨)의 결혼약속을 탐탁지 않게 여긴다. 배신당한 과거 때문에 인간을 믿지 못하는 말레피센트는 혼담을 위한 오찬 자리에서 필립 왕자의 어머니인 잉그리스 왕비(미셸 파이퍼)와 팽팽한 언쟁을 나누며 신경전을 벌인다. 그 과정에서 누명을 뒤집어쓴 ...							",요아킴 뢰닝,"안젤리나 졸리,엘르 패닝,미셸 파이퍼,치웨텔 에지오포,샘 라일리,해리스 디킨슨,에드 스크레인,주노 템플,레슬리 맨빌,이멜다 스턴튼",5.50,7.80
"http://image.cine21.com/resize/cine21/poster/2010/0719/M0010015_28[X230,330].jpg",오션스,"Oceans,Oceans",개봉일 : 2010-07-28,"누적관객 : 650,994명",블록버스터,"
					
									,
									,
,
바다는 늘 우리 가까이에 있고, 친근하지만 우리는 바다에 대해서 얼마나 알고 있을까? 지구 표면의 70.8%, 해양 면적은 3억 6,105만 ㎢, 해수 부피는 13억 7,030만 ㎢, 해양의 평균 깊이는 4,117m이며 최대 11,034m에 이르는 미지의 세계 바다. 이 곳에는 우리가 알지 못하는 다양한 해양 생물들이 자기만의 삶의 방식을 가지고 살아가고 있다. ,
,
무려 4억 년간 모습이 변하지 않아 ‘살아 있는 화석’이라 불리는 투구게, 어른 키의 두 배가 넘는 대형해파리, 바다의 배트맨 담요문어, 사랑을 노래하는 혹등고래, 잠수하는 새 가마우지, 지구 상에서 가장 큰 대왕고래, 밤바다의 파수꾼 바다 성게, 변신의 귀재 솔베감펭, 로마시대 병사 같은 거미게 등 바다 속 그들은 바다의 주인으로 수백 만년 동안 긴 여행을 반복한다. 그들의 기나긴 여행을 태평양에서 북빙양까지 우리도 함께 떠나보자.,
,
 				","
							<오션스>의 시작은 포말을 일으키는 바다의 풍광이다. 이어 바다를 바라보는 한 소년의 얼굴을 비춘다. 내레이터는 “이 아이에게 바다에 대해 무엇을 말해줄 수 있는가”라고 묻는다. 태평양 갈라파고스 섬에 살고 있는 바다 이구아나를 첫 번째 주인공으로 내세운 <오션스>는 투구게, 담요문어, 혹등고래, 가마우지, 솔베감펭 등 수많은 바닷속 생물의 일상...							","자끄 페랭,자크 클루조드","자끄 페랭,정보석,진지희,배한성,피어스 브로스넌,미야자와 리에",6.00,7.49
"http://image.cine21.com/resize/cine21/poster/2018/0509/15_38_33__5af2976982f77[X230,330].jpg",밀프,MILF,,,코미디,줄거리가 없습니다.,,악셀 라퐁,"마리-조제 크로즈,비에르지니 르도엔,악셀 라퐁",,
"http://image.cine21.com/resize/cine21/poster/2020/0429/12_37_27__5ea8f677dd360[X230,330].jpg",어쩌다 아스널,"Fourmi,Of Love and Lies",개봉일 : 2020-05-13,"누적관객 : 1,200명",드라마,"
					
									,
									학교 축구팀의 에이스 12세 소년 ‘테오’(말룸 파킨),,
실직 후 알코올 중독에 빠져 이혼하고,
오직 아들의 축구를 보는 것만이 유일한 인생의 낙인 아빠 ‘로랑’(프랑소아 다미앙),
,
어느날 학교에 영국 프리미어리그 아스널의 스카우터가 찾아오고,
‘테오’는 아빠를 위해 아스널 유소년팀에 뽑혔다고 거짓말을 한다.,
,
마을 전체가 ‘테오’의 아스널 입단 소식에 열광하고,
아빠는 아들과 함께 영국에 가기 위해 술을 끊고 영어 공부를 하며 달라지기 위해 노력한다.,
,
,				","
							축구팀 에이스 테오(말룸 파킨)는 아빠 로랑(프랑수아 다미앙)을 위해 아스널 유소년팀에 스카우트되었다고 거짓말을 한다. 술에 절어 살던 로랑은 아들을 위해 영국에서 새 출발을 하겠다며 재기를 다짐하고, 테오는 뿌듯한 한편 마음이 편치만은 않다. 아빠의 성장을 응원하는 아들과 아들의 성공을 기원하는 아빠의 마음이 교차하며 잔잔하게 이야기가 흘러간다. 모든 인물들이 서로...							",줄리앙 라페노,"프랑소아 다미앙,말룸 파킨,라에티샤 도슈",6.00,
"http://image.cine21.com/resize/cine21/poster/2019/1113/11_43_39__5dcb6ddbbcdc2[X230,330].jpg",지진새,Earthquake Bird,,,"스릴러, 범죄, 미스터리",줄거리가 없습니다.,,워시 웨스트모어랜드,"알리시아 비칸데르,라일리 코프",,
"http://image.cine21.com/resize/cine21/poster/2012/0727/37182_501246c1bba53_poster[X230,330].jpg",이프 유 다이,"Si tu meurs, je te tue,If You Die, I'll Kill You",개봉일 : 2012-08-09,누적관객 : 299명,코미디,"
					
									,
									갑작스런 친구의 죽음! 친구의 약혼녀에게 친구의 죽음을 알려라!,
,
얼마 전 교도소에서 출소한 필립(조나단 자카이)은 한 이라크 범죄자를 찾고 있는 쿠르드인 아브달(빌리 데미르타스)을 알게 된다. 필립과 아브달 사이에는 어느덧 우정이 싹튼다.,
프랑스에 정착하는 것이 꿈인 아브달은 약혼녀 시바(골쉬프테 파라하니)를 파리로 부른 상태다.,
그런데 갑작스레 아브달이 숨을 거두고, 필립이 장례식 준비를 도맡게 된다.,
파리에 온 시바는 그제서야 약혼자가 죽었다는 사실을 알게 된다.,
시바는 쿠르드인 동포들의 보살핌을 받으며 필립과도 서서히 친분을 쌓는다. ,
한편 아브달의 아버지 체토(멘데레스 사만실라르)도 뒤이어 파리에 도착하는데… 				","
							필립(조너선 자카이)의 삶은 너덜너덜하다. 갓 교도소에서 출소했기에 직업도 변변찮고 친구도 없다. 어느 날 그는 펍에서 쿠르드인 아브달(빌리 데미르타스)을 만나고, 외로운 두 사람은 금세 우정을 쌓는다. 그런데 비극이 찾아온다. 필립의 집에서 함께 생활하며 약혼녀 시바(골쉬프테 파라하니)가 파리로 오기만을 기다리던 아브달이 갑자기 심장마비로 죽고 만 것. 파리의 쿠르드...							",이네르 살렘,"조나단 자카이,골쉬프테 파라하니,빌리 드미르타스,멘데레스 사만질라",6.00,6.00
"http://image.cine21.com/resize/cine21/poster/2018/1119/14_04_08__5bf244487623f[X230,330].jpg",위시업,Status Update,개봉일 : 2018-12-13,,"멜로·로맨스, 뮤지컬, 코미디","
					
									,
									인생 노잼시기에 나타난 마법같은 APP!! 이제 즐기는 일만 남았다?! ,
 전학과 동시에 찌질이로 등극한 카일은 음색여신 대니를 짝사랑 중이다. ,
 마음은 있지만, 다가갈 방법은 없는 카일! 우연히 소원을 들어주는 어플을 발견하게 되고, ,
 반신반의하지만 원했던 것들을 적어본다. 노래, 인기, 운동실력까지! ,
 모든 것을 이뤄주는 어플 덕분에 한 순간 인기스타로 등극하는데... ,
 과연 카일은 동화같은 삶을 끝까지 지킬 수 있을까?				","
							별거 중인 엄마를 따라 캘리포니아를 떠나 새 학교로 전학 온 카일(로스 린치)의 학교생활은 시작부터 엉망이다. 학교의 인기남 데렉(그레그 설킨) 일당에게 괴롭힘을 당해 휴대폰이 망가지고, 밴드부의 대니(올리비아 홀트)에게 반했지만 노래를 못해 다가가지도 못한다. 망가진 휴대폰을 고치러 가서 만난 남자는 카일에게 ‘유니버스’라는 이름의 앱을 깔아주며 “앱에 원하는 것을...							",스콧 스피어,"로스 린치,올리비아 홀트,코트니 이튼,하비 귈렌,그레그 설킨,롭 리글,브렉 베싱어,웬디 맥클렌돈 코베이",4.00,9.20
"http://image.cine21.com/resize/cine21/poster/2017/0823/12_51_40__599cfbccb7d86[X230,330].jpg",다크타워: 희망의 탑,The Dark Tower,개봉일 : 2017-08-23,,"액션, 블록버스터","
					
									두 개의 차원이 공존하는 세상.,
악의 세력이 세상의 균형을 유지하는 다크타워를 파괴하려 하고, 이를 수호하려는 건슬링어들은 모두 죽임을 당한다. ,
유일하게 혼자 살아남은 최후의 건슬링어 ‘롤랜드’(이드리스 엘바)는 마지막 예지자 '아라 캠피그넌'(수현)에 의해 자신의 숙명을 깨닫고 홀로 악의 추종자인 맨인블랙 ‘월터’(매튜 맥커너히)에 맞선다.,
맨인블랙인 ‘월터’는 세상을 완전히 무너뜨리기 위해 차원을 넘나들며 끊임없이 다크타워를 파괴하려는 계획을 세우고, 이 사실을 알게 된 건슬링어 ‘롤랜드’는 그에 맞서기 위해 두 개의 세상을 오가는데…,
 ,
건슬링어 VS 맨인블랙,
탑의 수호자 VS 악의 추종자,
차원을 넘나드는 운명의 대결이 시작된다!				","
							소년 제이크(톰 테일러)는 밤마다 이상한 꿈을 꾼다. 인간의 탈을 쓴 가짜 인간들이 마을의 소년, 소녀들을 잡아다가 이들의 힘을 이용해 탑을 부수려 한다. 나쁜 꿈을 꾼 날이면 어김없이 제이크가 사는 도시에 커다란 지진이 일어나곤 한다. 제이크는 자신이 꿈속에서 본 이미지를 스케치북에 하나하나 그려둔다. 아이들을 잡아들여 탑을 파괴하려는 자는 ‘맨 인 블랙’ 월터(매...							",니콜라이 아르셀,"이드리스 엘바,매튜 맥커너히,톰 테일러,김수현,캐서린 윈닉,재키 얼 할리,니콜라스 해밀턴,애비 리",4.25,5.00
"http://image.cine21.com/resize/cine21/poster/2019/1106/10_20_44__5dc21fec7f5e8[X230,330].jpg",파비안느에 관한 진실,"La verite,The Truth",개봉일 : 2019-12-05,,드라마,"
					
									자신의 회고록 발간을 앞둔 전설적인 여배우 파비안느(까뜨린느 드뇌브).,
이를 축하하기 위해 딸 뤼미르(줄리엣 비노쉬)가,
남편 행크(에단 호크), 어린 딸 샤를로트와 함께 오랜만에 파비안느의 집을 찾는다.,
,
반가운 재회도 잠시, 엄마의 회고록을 읽은 뤼미르는,
책 속 내용이 거짓으로 가득 찼음을 알게 되는데…,
“엄마, 이 책에는 진실이라고는 없네요”				","
							“나쁜 엄마, 나쁜 친구여도 좋은 배우인 편이 나아.” 언제나 직업적 정체성이 최우선이었던 엄마 파비안느(카트린 드뇌브)와 자란 딸 뤼미르(줄리엣 비노쉬)는 세월이 흐른 후 엄마를 질책해보지만 파비안느는 조금도 흔들림이 없다. 심지어 파비안느가 출간을 앞두고 있는 회고록에선 그녀가 다정한 엄마로 묘사돼 있어 울화가 치민다. 대배우 파비안느와 이기적인 엄마에게 받은 상...							",고레에다 히로카즈,"까뜨린느 드뇌브,줄리엣 비노쉬,에단 호크,루디빈 사니에,클레망틴 그르니에,마농 끌라벨,알랭 리볼트,크리스티앙 크라히,로제 반 훌",7.00,9.00
"http://image.cine21.com/resize/cine21/poster/2019/0222/11_04_05__5c6f5895681a3[X230,330].jpg",1919 유관순,Yoo Gwan Soon,개봉일 : 2019-03-14,,다큐멘터리,"
					
									,
									100년 전, 소녀들이 대한독립을 위해 세상에 맞서기 시작했다.,
우리가 기억해야 할 그 시절 모든 소녀들의 이름,,
그녀들이 남긴 그날의 가장 생생한 기록!				","
							직업도 나이도 출신 지역도 제각각이지만 나라가 독립해야 한다는 열망만큼은 강했다. 유관순, 어윤희, 권애라, 김향화, 임명애, 심영식 등 서대문 형무소 8호 감방에 갇힌 이들은 1919년 3·1운동을 주도한 혐의로 체포돼 온갖 고초를 당한 여성 독립운동가들이다. 당시 이화학당을 다니던 18살 학생 유관순(이새봄)은 고향인 천안 아우내 장터에서 독립운동을 주도하다 체...							",신상민,"이새봄,김규리,김나니,박자희,양윤희,류의도,김무늬,황도원,나애진,문보람",3.00,10.00
"http://image.cine21.com/resize/cine21/poster/2005/0517/M0010111_[X230,330].jpg",샤롯 그레이,"Charlotte Gray,Charlotte Gray",개봉일 : 2002-12-13,,"드라마, 멜로·로맨스, 전쟁","
					
									 세계 제 2차 세계대전기, 모든 것이 국가라는 이름으로 재편되던 시기이다.,
이 시기 젊은 스코틀랜드 여성 샬롯은 독일 괴뢰 비시정부에 대항하는 게릴라들을 지원하는 특수 임무를 띠고 프랑스 남부 전선에 투입된다. 샬롯은 공식적으로는 레지스탕스들과 함께 독일군에 맞서고 있지만, 사적으로는 조종사로서 전선에 투입되었다가 실종된 연인 피터를 찾고 있다.,
,
샬롯은 도미니크 질베르라는 가명을 쓰며, 거짓과 속임수가 일상적인 일이 된 세상에서 살아간다. 무슨 일이 벌어질지 모르는 전쟁의 시대, 진실과 거짓은 불분명하기 이를데 없지만 샬롯은 자신만의 길을 찾아 걸어간다.  				",,질리언 암스트롱,"케이트 블란쳇,빌리 크루덥,마이클 갬본,제임스 플리트,루퍼트 펜리 존스,로버트 핸즈,톰 굿맨 힐,존 벤필드,론 쿡",7.50,
"http://image.cine21.com/resize/cine21/poster/2020/0210/11_12_45__5e40bc1d7dff7[X230,330].jpg",야차,,,,액션,"
					
									스파이들의 최대 접전지 중국 선양에서 ‘야차’로 불리는 인물과 그곳으로 특별 감찰을 나선 검사가 만나며 벌어지는 첩보 액션영화				",,나현,"설경구,박해수,양동근,이엘,송재림,박진영",,
"http://image.cine21.com/resize/cine21/poster/2016/0922/10_17_17__57e3311dd1a4c[X230,330].jpg",귀담백경,KIDAN PIECE OF DARKNESS,개봉일 : 2016-10-19,,공포,"
					
									,
									아침 10시, 무덤가에서 뛰어 노는 아이들,
오후 3시, 우리 집 문을 두드리는 검은 남자,
밤 9시, 나를 따라오는 정체 모를 ‘존재’들,
새벽 2시, 라디오에서 들려오는 기괴한 이야기...,
,
,				","
							<시귀> <십이국기> 등으로 유명한 장르 소설 작가 오노 후유미가 99개의 괴담을 엮어낸 <귀담백경>을 원작으로 하는 영화다. 영화는 다케우치 유코의 내레이션을 바탕으로, 10개의 짧은 에피소드를 엮어낸다. 차와 동일한 속도로 따라오는 귀신의 섬찟한 비주얼을 보여주는 <추월>로 시작해, 집 안에서 출몰하는 귀신 이야기를 다룬...							",나카무라 요시히로,"후지모토 이즈미,다케우치 유코,타카다 리호",4.00,4.00
